ID	Label	Definition	Synonym	Subset	Xref_MESH	Xref_DOID	Xref_UMLS	Xref_CHEBI	Xref_GO	Xref_MONDO	Comment
ARDS_POI:02998	Lower cxr score sars arf		lower-cxr-score-sars-arf	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02999	Lower lobe volume loss		lower-lobe-volume-loss	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03000	Lung compliance optimization		lung-compliance-optimization	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03001	Lung inflammation ards		lung-inflammation-ards	POI_mechanism							source:promoted_from_edge_endpoint
ARDS_POI:03002	Lung overdistension detection		lung-overdistension-detection	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03003	Lung remodeling ards		lung-remodeling-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03004	Lv end diastolic volume reduction		lv-end-diastolic-volume-reduction	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03005	Matrix metalloproteinase balance ards		matrix-metalloproteinase-balance-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03006	Medical complication icu admission		medical-complication-icu-admission	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:03007	Moderate interobserver agreement		moderate-interobserver-agreement	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03008	Monitor respiratory workload		monitor-respiratory-workload	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03009	Morbid obesity bmi		morbid-obesity-bmi	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:03010	Multi cytokine expression		multi-cytokine-expression	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03011	N 3 fatty acid gamma linolenic acid antioxidant enteral supplementation		n-3-fatty-acid-gamma-linolenic-acid-antioxidant-enteral-supplementation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03012	Neopterin ards biomarker		neopterin-ards-biomarker	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03013	Net inflammatory activity		net-inflammatory-activity	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03014	Neuromuscular blocker use icu		neuromuscular-blocker-use-icu	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:03015	Neuromuscular dysfunction icu stay		neuromuscular-dysfunction-icu-stay	POI_mechanism							source:promoted_from_edge_endpoint
ARDS_POI:03016	New ventilatory approach na		new-ventilatory-approach-na	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03017	Nippv for sars arf		nippv-for-sars-arf	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03018	Niv algorithm compensation		niv-algorithm-compensation	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03019	Niv delivered by helmet		niv-delivered-by-helmet	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03020	Niv success		niv-success	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03021	Nmba withdrawal		nmba-withdrawal	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03022	No benefit ards treatments		no-benefit-ards-treatments	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03023	No change cardiac index with prone		no-change-cardiac-index-with-prone	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03024	No change in ards incidence on admission		no-change-in-ards-incidence-on-admission	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03025	No change reintubation rate		no-change-reintubation-rate	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03026	No improvement ards outcomes		no-improvement-ards-outcomes	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03027	No increased intubation requirement		no-increased-intubation-requirement	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03028	No reduction intubation risk		no-reduction-intubation-risk	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03029	No reduction ppcs cardiac abdominal		no-reduction-ppcs-cardiac-abdominal	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03030	No reduction reintubation rate		no-reduction-reintubation-rate	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03031	No sars transmission to hcw		no-sars-transmission-to-hcw	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03032	Nonfocal ards pattern		nonfocal-ards-pattern	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03033	Noninvasive testing		noninvasive-testing	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03034	Normal emotional function post ards		normal-emotional-function-post-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03035	Nppv early ards		nppv-early-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03036	Nppv emergency department		nppv-emergency-department	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03037	Null effect 6ml group		null-effect-6ml-group	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03038	Old age 70y		old-age-70y	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03039	Orotracheal intubation		orotracheal-intubation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03040	Pao2 fio2 less than equal to 200 mmhg		pao2-fio2-less-than-equal-to-200-mmhg	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03041	Patient directed music pdm		patient-directed-music-pdm	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:03042	Patient ventilator trigger asynchrony		patient-ventilator-trigger-asynchrony	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03043	Peak cough flow threshold 160 lmin		peak-cough-flow-threshold-160-lmin	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03044	Peep induced recruitment gradient		peep-induced-recruitment-gradient	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03045	Peep optimization for ards		peep-optimization-for-ards	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03046	Peep reduction ards		peep-reduction-ards	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03047	Persistent inflammation ards		persistent-inflammation-ards	POI_mechanism							source:promoted_from_edge_endpoint
ARDS_POI:03048	Persistent lv systolic dysfunction		persistent-lv-systolic-dysfunction	POI_mechanism							source:promoted_from_edge_endpoint
ARDS_POI:03049	Pharmacologic interventions ineffective ards		pharmacologic-interventions-ineffective-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03050	Pharyngeal injury intubation		pharyngeal-injury-intubation	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03051	Physiotherapy target		physiotherapy-target	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03052	Poor recovery from septic shock		poor-recovery-from-septic-shock	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03053	Postop pulmonary reserve estimation		postop-pulmonary-reserve-estimation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03054	Pre intubation ards recognition		pre-intubation-ards-recognition	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03055	Preload defect septic shock		preload-defect-septic-shock	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03056	Preop risk assessment lung cancer resection		preop-risk-assessment-lung-cancer-resection	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03057	Pressure support level		pressure-support-level	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03058	Pressure volume limitation strategy pls		pressure-volume-limitation-strategy-pls	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03059	Primary ml model		primary-ml-model	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03060	Procollagen iii levels elevated in ards balf		procollagen-iii-levels-elevated-in-ards-balf	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03061	Proinflammatory cytokine upregulation		proinflammatory-cytokine-upregulation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03062	Proinflammatory signaling cascades		proinflammatory-signaling-cascades	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03063	Prolonged sars cov 2 rna clearance		prolonged-sars-cov-2-rna-clearance	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03064	Ras peptide modulation		ras-peptide-modulation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03065	Recruitment maneuver rm		recruitment-maneuver-rm	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03066	Recruitment maneuvers ards		recruitment-maneuvers-ards	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03067	Reduced ards		reduced-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03068	Reduced ards incidence		reduced-ards-incidence	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03069	Reduced ards incidence 7d		reduced-ards-incidence-7d	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03070	Reduced ards severity by day 7		reduced-ards-severity-by-day-7	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03071	Reduced auto triggering		reduced-auto-triggering	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03072	Reduced cardiac output		reduced-cardiac-output	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03073	Reduced dyspnea opioid use		reduced-dyspnea-opioid-use	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03074	Reduced fio2 at day of death		reduced-fio2-at-day-of-death	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03075	Reduced fio2 time above 50		reduced-fio2-time-above-50	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03076	Reduced gi intolerance		reduced-gi-intolerance	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03077	Reduced hospital stay		reduced-hospital-stay	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03078	Reduced hrql		reduced-hrql	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03079	Reduced icu stay		reduced-icu-stay	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:03080	Reduced il6 levels		reduced-il6-levels	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03081	Reduced incidence of septic shock		reduced-incidence-of-septic-shock	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03082	Reduced inflammation ards		reduced-inflammation-ards	POI_mechanism							source:promoted_from_edge_endpoint
ARDS_POI:03083	Reduced inflammatory cytokine production		reduced-inflammatory-cytokine-production	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03084	Reduced inspiratory muscle effort		reduced-inspiratory-muscle-effort	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03085	Reduced intubation 28d		reduced-intubation-28d	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03086	Reduced intubation for cards		reduced-intubation-for-cards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03087	Reduced intubation rate		reduced-intubation-rate	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03088	Reduced intubation rate ards		reduced-intubation-rate-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03089	Reduced intubation rate hypercapnic subgroup		reduced-intubation-rate-hypercapnic-subgroup	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03090	Reduced life threatening intubation complications		reduced-life-threatening-intubation-complications	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03091	Reduced mild moderate intubation complications		reduced-mild-moderate-intubation-complications	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03092	Reduced need for intubation		reduced-need-for-intubation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03093	Reduced need for intubation copd exacerbation		reduced-need-for-intubation-copd-exacerbation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03094	Reduced need for oxygen escalation		reduced-need-for-oxygen-escalation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03095	Reduced need for ventilator support		reduced-need-for-ventilator-support	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03096	Reduced occlusion pressure and intrinsic peep		reduced-occlusion-pressure-and-intrinsic-peep	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03097	Reduced opening closing lung tissue ards		reduced-opening-closing-lung-tissue-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03098	Reduced plasma il6 levels		reduced-plasma-il6-levels	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03099	Reduced progression ards		reduced-progression-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03100	Reduced reintubation 72h		reduced-reintubation-72h	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03101	Reduced reintubation 7d		reduced-reintubation-7d	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03102	Reduced reintubation rate		reduced-reintubation-rate	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03103	Reduced sedative exposure ventilated patients		reduced-sedative-exposure-ventilated-patients	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03104	Reduced severe postoperative ppcs 7d		reduced-severe-postoperative-ppcs-7d	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03105	Reduced systemic inflammation		reduced-systemic-inflammation	POI_mechanism							source:promoted_from_edge_endpoint
ARDS_POI:03106	Reduced total lung volume ali		reduced-total-lung-volume-ali	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03107	Reduced vap		reduced-vap	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03108	Reduced vap incidence		reduced-vap-incidence	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03109	Reduced vili ards		reduced-vili-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:03110	Reduced who cps above 5 day4		reduced-who-cps-above-5-day4	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03111	Reduced worse clinical status who cps day28		reduced-worse-clinical-status-who-cps-day28	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03112	Regional peep responsiveness gradient		regional-peep-responsiveness-gradient	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:03113	Reintubation 48h		reintubation-48h	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:03114	Reintubation requirement		reintubation-requirement	POI_outcome							source:promoted_from_edge_endpoint
