IRI,Label,Subset,Definition,Xrefs,Synonyms,Expert_Approved,Expert_Comment,Suggested_Correction,Auto_Xref,Auto_Xref_Source,Auto_Definition,PMID_Evidence,Suggested_Subset,Reclassify_Reason,Duplicate_Of,Label_Quality,Disease_Boundary_Note
ARDS_POI_03100,Reduced reintubation 72h,POI_outcome,,,,,,,Thesaurus.owl#C50828,BioPortal,The insertion of a tube into a hollow organ or vessel after an initial tubation procedure.,,,,,,
ARDS_POI_03101,Reduced reintubation 7d,POI_outcome,,,,,,,Thesaurus.owl#C50828,BioPortal,The insertion of a tube into a hollow organ or vessel after an initial tubation procedure.,,,,,,
ARDS_POI_03102,Reduced reintubation rate,POI_outcome,,,,,,,Thesaurus.owl#C50828,BioPortal,The insertion of a tube into a hollow organ or vessel after an initial tubation procedure.,,,,,,
ARDS_POI_02144,Reduced respiratory muscle pressure-time index,POI_outcome,,,,,,,273749007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02043,Reduced respiratory rate,POI_outcome,,,,,,,Thesaurus.owl#C150826,BioPortal,An indication that the administration of a medication was modified by reducing the rate at which the dose was given.,,,,,,
ARDS_POI_02176,Reduced sedative exposure in ventilated patients,POI_outcome,,,,,,,LA17974-9,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,OK but label should be normalised,,,
ARDS_POI_01160,Reduced serious complications,POI_outcome,,,,,,,42745003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01704,Reduced serum IL-6 levels,POI_outcome,,,,,,,22766004,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",33253239,,,,,
ARDS_POI_03104,Reduced severe postoperative ppcs 7d,POI_outcome,,,,,,,Thesaurus.owl#C204869,BioPortal,This gene is involved in coenzyme A biosynthesis.,,,,,,
ARDS_POI_02030,Reduced shunt flow,POI_outcome,,,,,,,Thesaurus.owl#C187278,BioPortal,Inadequate blood flow.,,,,,,
ARDS_POI_02107,Reduced time to clinical stability,POI_outcome,,,,,,,Thesaurus.owl#C119800,BioPortal,The interval between two clinical observation reference time points.,,,,,,
ARDS_POI_01587,Reduced time with FiO2 > 50%,POI_outcome,,,,,,,Thesaurus.owl#C191613,BioPortal,The ratio of fraction of inspired oxygen (FiO2) to positive end-expiratory pressure (PEEP). This measured value may be adjusted on a mechanical ventilator to optimize treatment.,,,,,,
ARDS_POI_03106,Reduced total lung volume ali,POI_outcome,,,,,,,1366666000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02253,Reduced total lung volume in ALI,POI_outcome,,,,,,,1366666000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01847,Reduced total ventilation duration,POI_outcome,,,,,,,Thesaurus.owl#C210229,BioPortal,"The percentage of total air flow drawn through the sample via the sides of the filter, generally through perforations. (CORESTA)",,,,,,
ARDS_POI_01631,Reduced treatment failure,POI_outcome,,,,,,,Thesaurus.owl#C200647,BioPortal,A lack of response to therapy.,,,,,,
ARDS_POI_01511,Reduced treatment failure in COPD exacerbation,POI_outcome,,,,,,,Thesaurus.owl#C200647,BioPortal,A lack of response to therapy.,,,,,,
ARDS_POI_03107,Reduced vap,POI_outcome,,,,,,,LP94759-5,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03108,Reduced vap incidence,POI_outcome,,,,,,,LP94759-5,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03109,Reduced vili ards,POI_outcome,,,,,,,260400001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01078,Reduced weaning duration,POI_outcome,,,,,,,37328000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03110,Reduced who cps above 5 day4,POI_outcome,,,,,,,LA15050-0,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02143,Reduced work of breathing,POI_outcome,,,,,,,LA28953-0,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01326,Reduced worse clinical status on WHO-CPS at day 28,POI_outcome,,,,,,,263493007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03111,Reduced worse clinical status who cps day28,POI_outcome,,,,,,,263493007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02596,Reduction in inefficient inspiratory efforts,POI_outcome,,,,,,,260381000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03113,Reintubation 48h,POI_outcome,,,,,,,Thesaurus.owl#C50828,BioPortal,The insertion of a tube into a hollow organ or vessel after an initial tubation procedure.,,,,,,
ARDS_POI_03114,Reintubation requirement,POI_outcome,,,,,,,Thesaurus.owl#C50828,BioPortal,The insertion of a tube into a hollow organ or vessel after an initial tubation procedure.,,,,,,
ARDS_POI_01057,Renal replacement therapy,POI_outcome,,,,,,,Thesaurus.owl#C126400,BioPortal,"Treatments that substitute for the blood-filtering function of the kidneys. It includes dialysis (hemodialysis or peritoneal dialysis), hemofiltration, and hemodiafiltration. Kidney transplant may also be considered a renal replacement therapy.",,,,,,
ARDS_POI_03115,Resp score external validation auc,POI_outcome,,,,,,,Thesaurus.owl#C16237,BioPortal,The act of validating; finding or testing the truth of something.,,,,,,
ARDS_POI_01496,Respiratory Failure Reversal Recognition,POI_outcome,,,,,,,409622000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03116,Respiratory intensive care transfer,POI_outcome,,,,,,,309911002,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02639,Respiratory muscle weakness in Guillain-Barré syndrome,POI_outcome,,,,,,,40956001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02795,Respiratory status deterioration,POI_outcome,,,,,,,390772001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03228,Right ventricular failure in ARDS,POI_outcome,Acute cor pulmonale complicating moderate-severe ARDS (~20–25% prevalence). Contraindication to high-PEEP and aggressive recruitment (ART).,,,,,,367363000,BioPortal,,,,,,,
ARDS_POI_01915,SF-36 physical and mental health,POI_outcome,,,,,,,Thesaurus.owl#C176204,BioPortal,"The Short Form 36 Health Survey Standard, US Version 2.0 (SF36 v2.0 Standard) Mental health enhanced score.",,,,,,
ARDS_POI_03118,Sars cov 2 induced hypercoagulability,POI_outcome,,,,,,,840533007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03119,Scheduled eye care lubricating drops gel eyelid closure,POI_outcome,,,,,,,120105003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03120,Septic shock hypovolemia,POI_outcome,,,,,,,LA9542-7,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01914,Short Physical Performance Battery score,POI_outcome,,,,,,,714339007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03122,Short acting neuromuscular blocking agents,POI_outcome,,,,,,,373295003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,POI_intervention,Intervention,,,
ARDS_POI_01728,Sleep Quality Enhancement Npsv,POI_outcome,,,,,,,386441009,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03125,Solid cancer,POI_outcome,,,,,,,35702001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03126,Sp a deficiency,POI_outcome,,,,,,,29260007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03127,Sp02 to pao2 ratio correlation,POI_outcome,,,,,,,Thesaurus.owl#C48834,BioPortal,"The degree to which two or more quantities or events are linearly associated, a statistical relation between two or more variables such that systematic changes in the value of one variable are accompanied by systematic changes in the others.",,,,,,
ARDS_POI_02691,Staff time and cost similar to invasive ventilation,POI_outcome,,,,,,,428311008,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01284,Successful extubation and tracheostomy decannulation,POI_outcome,,,,,,,465897002,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01566,Successful weaning at 60 days,POI_outcome,,,,,,,385669000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03128,Supplemental oxygen masking,POI_outcome,,,,,,,LA17976-4,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03130,Surfactant pool depletion,POI_outcome,,,,,,,734549002,BioPortal,"A substance such as a detergent that, when added to a liquid, reduces its surface tension, thereby increasing its spreading and wetting properties",,,,,,
ARDS_POI_01927,Sustained improvement in P/F ratio,POI_outcome,,,,,,,Thesaurus.owl#C94226,BioPortal,A condition superior to an earlier condition.,,,,,,
ARDS_POI_03132,Svc collapse measurement,POI_outcome,,,,,,,LA19653-7,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03135,Systemic inflammatory modulation,POI_outcome,,,,,,,238149007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02440,Time to 2-point clinical improvement,POI_outcome,,,,,,,Thesaurus.owl#C119818,BioPortal,The point in time that acts as a fixed reference point to a clinical observation.,,,,,,
ARDS_POI_01058,Time to in-hospital deterioration,POI_outcome,,,,,,,711387003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03139,Timp synthesis regulation il6,POI_outcome,,,,,,,LP101821-9,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,POI_mechanism,Molecular mechanism,,,
ARDS_POI_02720,Unplanned extubation,POI_outcome,,,,,,,LA7296-2,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01467,Upper airway obstruction diagnosis,POI_outcome,,,,,,,LA9531-0,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03141,Use of neuromuscular blockers,POI_outcome,,,,,,,LP18062-7,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,POI_intervention,Intervention,,,
ARDS_POI_01056,Vasopressor use,POI_outcome,,,,,,,870406003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01655,Ventilator liberation difficulty,POI_outcome,,,,,,,LP442873-8,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01908,Weaning Difficulty,POI_outcome,,,,,,,37328000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01541,Weaning failure,POI_outcome,,,,,,,37328000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03143,Well tolerated,POI_outcome,,,,,,,370968004,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
